,word,number_of_word
190,ликвидации,2
6351,программными,2
6360,Орион,2
4914,Сургутская,2
4910,РГУП,2
4908,информационнотехнологических,2
4901,повышение,2
4893,ЖКУ,2
4891,массовых,2
4874,Клиентская,2
4835,Сопровождения,2
6370,один,2
6374,Калининского,2
4866,учетом,2
1215,конфигурированию,2
199,радиоматериалов,2
799,НИИКиФ,2
4851,1065,2
4846,издание,2
201,Перечень,2
353,бюджетную,2
4563,промышленности,2
2716,размещены,2
3149,печатью,2
2166,включающие,2
1749,присоединенных,2
2811,стипендии,2
2341,доступности,2
2521,принадлежащей,2
1815,антивируса,2
492,интерфейс,2
1817,Ленинского,2
2776,РДКБ,2
2934,замене,2
2935,Публикация,2
3194,обследование,2
2615,подписке,2
2813,торговли,2
2517,эффективности,2
2076,5400,2
2764,заявителям,2
2482,предварительное,2
2844,Интернетверсия,2
3086,Орелоблэнерго,2
2007,бюджетирования,2
425,Добровского,2
382,стратегических,2
3186,одном,2
2699,оптимизация,2
2420,Рыбинск,2
2237,Бухгалтерский,2
2098,нарушений,2
421,ЗДРАВООХРАНЕНИЯКЛИНИЧЕСКАЯ,2
3196,аренды,2
2245,следственного,2
2710,структурированных,2
3199,Открытый,2
1989,шины,2
2301,конфигурация,2
2252,Набережные,2
2598,геоинформационного,2
2073,Модернизация,2
3017,Казань,2
3102,настоящему,2
1933,камер,2
1679,Подольск,2
1995,АХД,2
1879,ГОРОДСКОГО,2
1877,применяемого,2
2706,GPRS,2
3114,теплоэнерго,2
420,ФИЦ,2
1910,краевого,2
2705,Прием,2
2107,Общества,2
1928,Жилкомсервис,2
2415,специализирующегося,2
2527,лаборатория,2
1911,освещении,2
2313,радиосвязи,2
3203,пациентов,2
3082,резюме,2
1872,обучающих,2
2972,требованиями,2
2849,ОТКР,2
3111,казенному,2
2840,среды,2
3088,Государственную,2
2010,УСТАНОВЛЕННЫМИ,2
2484,Модификация,2
2820,жителя,2
1663,потоками,2
3160,Общепит,2
2830,Мошковского,2
378,энергетике,2
2223,узлов,2
2957,ЯНЦ,2
2432,Красносельского,2
2641,Советского,2
3175,предусмотрено,2
2222,CompanyMedia,2
1703,UTM,2
3098,ФОРМЕ,2
2087,Центральная,2
2176,ERP,2
3001,иммунизации,2
2080,IT,2
2177,сметно,2
2498,Оператор,2
2331,КИПиА,2
2690,заказчику,2
2033,Бюджетный,2
1786,заявителей,2
2026,ХантыМансийском,2
2032,Главный,2
457,Payment,2
2084,аудита,2
2216,ЕИСДУ,2
2028,СМПР,2
2173,конфигурацию,2
2832,федеральному,2
1844,материалы,2
1701,госучреждения,2
2839,билетов,2
1913,1СМедицинаБольничная,2
2170,расположенных,2
2769,Пользователя,2
2697,приемной,2
2339,Верховного,2
3185,ИНФОРМИРОВАНИЮ,2
2625,ПроектСМАРТ,2
2510,паспортных,2
2231,телекоммуникационную,2
2361,когнитивной,2
2181,юрисдикции,2
3180,МРиК,2
2487,регистрацию,2
1822,БГМУ,2
2015,детейинвалидов,2
2229,УИТ,2
1914,консультации,2
2091,Сергиевская,2
1793,Простая,2
362,СОПРОВОЖДЕНИЯ,2
2630,мощности,2
488,защищённого,2
1792,производством,2
1821,совокупность,2
441,округе,2
2834,АСУТП,2
2326,удаленный,2
2413,0003,2
2707,КМП,2
2856,Библиотека,2
2576,Вересаева,2
3239,ходе,2
1940,актуальной,2
2982,ГВ,2
3237,июля,2
2872,ТГК1,2
1883,силами,2
1971,информационноправовому,2
2128,ЭКЗЕМПЛЯРАМИ,2
3235,перевода,2
2744,первой,2
2798,расстройства,2
2871,событиям,2
3233,ЧС,2
1807,114,2
1863,КолибриФинансы,2
3059,экономическую,2
2731,обновлениюранее,2
2577,гражданина,2
2578,коммуникаций,2
2147,Темрюкская,2
2799,2024году,2
2857,информационноаналитический,2
481,учетных,2
1684,РАЙОНА,2
2584,Бухгалтерской,2
2124,сайтах,2
2991,АптекаУрал,2
1974,доменного,2
1968,4623,2
3241,нормативы,2
499,115,2
3136,охраны,2
3254,NLab,2
2669,Неклиновском,2
2143,VIP,2
1669,периодической,2
1780,осуществлению,2
2383,БюджетОтчетность,2
2892,течении,2
2459,выдачей,2
1641,вебпортала,2
3131,карантинных,2
2199,ЕМИАС,2
3132,являются,2
502,учётных,2
1708,Дзержинск,2
1858,проезда,2
2067,техподдержку,2
1908,суды,2
2792,Коммерческий,2
2060,воды,2
3246,Территориального,2
432,ЭЛЕКТРОННОЙ,2
2196,линия,2
1880,аналитики,2
3245,хозяйство,2
2743,Авантелеком,2
1965,количестве,2
2898,набора,2
2868,избирательных,2
3227,наладке,2
3164,Отделении,2
1987,финансовыми,2
1902,СПАРК,2
1729,Фрунзенского,2
1852,Автоматизированную,2
1893,Государственный,2
1894,детского,2
465,сборов,2
369,телевидение,2
1935,твердых,2
3118,результатам,2
2158,ЧИРОиПК,2
1904,психические,2
2159,социальнозначимых,2
412,казначейского,2
2448,РСЯ,2
1693,Dental4Windows,2
3215,контрактам,2
2410,площадках,2
1784,новых,2
1776,центрами,2
375,плану,2
2343,Свердловской,2
2542,оснащения,2
2449,Облако,2
2588,РостовенаДону,2
2993,Парус8,2
2262,личным,2
2722,налогового,2
1652,Восточного,2
1741,улучшение,2
3073,инженернотехническому,2
1646,телекоммуникационных,2
2750,переходных,2
1772,Лесохранитель,2
1937,Клинический,2
1979,поддержание,2
2156,областного,2
2723,АДИС,2
2204,Ковровского,2
2475,стационарных,2
3120,автомобильным,2
2720,Федеральное,2
2299,телекоммуникационного,2
2447,Мои,2
1647,кадастровая,2
5877,группы,1
5893,Глолайм,1
564,Колпинского,1
923,Положения,1
1865,оповещения,1
5894,GeoWorks,1
106,Пожарная,1
5878,Удостоверяющим,1
1864,ALCOSPOT,1
5895,шлюзов,1
5912,СевероКавказского,1
5880,тарифного,1
926,Липецка,1
5896,Порталы,1
5911,фактах,1
5886,республиканского,1
5904,публичного,1
5905,предоставляется,1
5887,Alfresco,1
436,РЕМОНТНОСТРОИТЕЛЬНОЕ,1
5900,ОБСЛУЖИВАНИЯ,1
5888,развертыванием,1
5885,Российского,1
435,Республиканский,1
5906,грузы,1
5884,медицинском,1
484,сезонного,1
5890,модулидля,1
5899,общественной,1
5882,Краевой,1
5898,Навигатор,1
2352,учетными,1
5897,целевой,1
5891,пластиковых,1
5881,предусмотренные,1
108,передавать,1
5892,БАРСМониторинг,1
5910,ЕГИССО,1
5908,Ювента,1
5850,Устюженского,1
5876,программирования,1
2379,ИТсервисов,1
5803,транспортирования,1
5804,Горячий,1
2378,ЭкономЭкспертДоговоры,1
5806,ЕЦК,1
941,отделении,1
5808,СтЭП,1
5809,Ampire,1
5810,Плюсоказываемых,1
5811,ТикетНэт,1
5812,НЦН,1
114,резервному,1
5814,государственную,1
5815,АСОИ,1
2377,персонифицированной,1
113,ПРОГРАММНОЕ,1
5818,картографической,1
2376,ЭАУ01224,1
112,18072011,1
5821,поступающих,1
2375,КонсультантСудебнаяПрактика,1
111,автоматизированный,1
5802,заказчиков,1
5800,УПБ,1
2374,ТЕХЭКСПЕРТ,1
5799,Сaseone,1
2387,прямые,1
5777,операционные,1
952,Севастополя,1
5779,КубГМУ,1
2385,сметные,1
951,Рослабсистема,1
2384,соотечественников,1
5784,завода,1
2382,httpsцентрразвитиямосква,1
5786,РЦПБ,1
947,отечественного,1
5788,Интернетресурсу,1
5789,Поддержка,1
946,Самарского,1
563,ответственностью,1
5793,безопасностью,1
5794,регистратора,1
5795,почтовой,1
5796,корректировке,1
5797,инфраструктура,1
5798,нормативнотехническую,1
5824,неделю,1
5826,электросетевого,1
5875,контрольноревизионной,1
933,архивирования,1
